TransactionID;AccountID;TransactionType;Amount;Date
TX99724605;ACC252256;Deposit;1213,69;04-10-25
TX75889437;ACC252256;Payment;1673,41;01-04-25
TX25266621;ACC252256;Transfer;1984,7;17-12-24
TX92125428;ACC252256;Transfer;1573,4;12-02-25
TX81801399;ACC252256;Transfer;2691,66;01-09-25
TX15476692;ACC244287;Deposit;501,8;13-05-25
TX69939860;ACC244287;Payment;2738,95;02-06-25
TX55599414;ACC244287;Payment;1974,2;20-12-24
TX31446782;ACC244287;Deposit;425,79;13-12-24
TX59433840;ACC244287;Transfer;2839,96;11-08-25
TX78710549;ACC244287;Transfer;12,99;10-03-25
TX42689158;ACC244287;Transfer;2812,89;11-01-25
TX39481391;ACC244287;Withdrawal;954,31;16-12-24
TX92111444;ACC244287;Payment;1710,16;24-12-24
TX53890896;ACC244287;Transfer;2277,53;11-02-25
TX10756208;ACC244287;Deposit;2636,7;15-09-25
TX16377791;ACC244287;Transfer;1203,7;12-08-25
TX43802577;ACC244287;Deposit;645,45;28-02-25
TX15852281;ACC244287;Investment;396,53;13-05-25
TX46900364;ACC244287;Withdrawal;2610,82;07-09-25
TX48771119;ACC244287;Investment;2405,11;23-07-25
TX21712531;ACC244287;Payment;1845,86;23-02-25
TX55582487;ACC244287;Transfer;528,96;11-03-25
TX78486124;ACC244287;Payment;2611,88;05-04-25
TX41055734;ACC244287;Investment;2266,47;17-02-25
TX73725737;ACC244287;Payment;1555,95;24-01-25
TX41789526;ACC244287;Transfer;1694,43;18-04-25
TX34713507;ACC244287;Deposit;2752,97;13-12-24
TX84158490;ACC244287;Investment;1775,77;11-07-25
TX24045314;ACC244287;Payment;670,95;19-12-24
TX54886502;ACC244287;Deposit;2846,23;31-07-25
TX85702917;ACC244287;Withdrawal;2609,72;14-09-25
TX30819123;ACC244287;Investment;2029,79;15-06-25
TX11890989;ACC244287;Payment;280,83;13-05-25
TX90346662;ACC244287;Investment;2028,86;21-05-25
TX23575922;ACC244287;Withdrawal;1188,79;22-02-25
TX25847392;ACC244287;Payment;2582,65;06-03-25
TX62866757;ACC244287;Payment;2012,89;28-11-24
TX20046350;ACC244287;Withdrawal;2676,63;02-11-25
TX22173601;ACC619798;Transfer;2109,83;06-07-25
TX44087318;ACC619798;Payment;2721,08;08-03-25
TX53821689;ACC619798;Transfer;2120,11;23-09-25
TX31775754;ACC619798;Payment;1701,57;06-05-25
TX74984931;ACC619798;Investment;1400,5;10-08-25
TX83188172;ACC619798;Payment;2494,23;21-06-25
TX68912352;ACC619798;Deposit;1470,42;11-09-25
TX83210030;ACC619798;Investment;12,35;29-07-25
TX46661244;ACC619798;Investment;1256,9;03-11-25
TX65391430;ACC619798;Investment;2397,32;09-04-25
TX15749999;ACC619798;Withdrawal;805,65;02-02-25
TX52603177;ACC619798;Payment;767,61;24-03-25
TX53872387;ACC619798;Deposit;2327,07;12-05-25
TX19308346;ACC619798;Withdrawal;2662,07;31-12-24
TX62101777;ACC619798;Payment;371,4;02-08-25
TX37987223;ACC619798;Payment;1108,28;05-10-25
TX18427117;ACC619798;Transfer;936,95;03-06-25
TX14062867;ACC619798;Payment;1162,31;15-12-24
TX13463748;ACC619798;Investment;509,31;27-11-24
TX98948921;ACC619798;Deposit;74,14;28-11-24
TX43252070;ACC619798;Payment;1965,59;19-04-25
TX83214109;ACC619798;Investment;400,77;20-12-24
TX37564661;ACC619798;Investment;1350,78;10-11-25
TX87305698;ACC619798;Investment;1119,98;23-06-25
TX34108907;ACC619798;Investment;2266,16;02-12-24
TX29116977;ACC619798;Investment;2584,44;10-02-25
TX44822096;ACC619798;Transfer;150,41;31-10-25
TX22363062;ACC323954;Withdrawal;250,18;22-11-24
TX19908984;ACC323954;Deposit;677,3;25-07-25
TX46059391;ACC323954;Withdrawal;806,66;24-08-25
TX82804769;ACC323954;Payment;2890,83;03-04-25
TX60996570;ACC323954;Transfer;904,18;29-01-25
TX43458814;ACC323954;Deposit;1227,62;23-02-25
TX26238836;ACC323954;Deposit;2231,18;17-12-24
TX30362772;ACC323954;Deposit;2458,4;22-04-25
TX29532066;ACC323954;Deposit;1147,96;23-02-25
TX64747489;ACC323954;Withdrawal;1145,75;14-03-25
TX97823920;ACC323954;Investment;1179,13;01-03-25
TX46521007;ACC323954;Transfer;1682,21;23-10-25
TX46628170;ACC323954;Payment;1941,78;19-11-24
TX57396717;ACC323954;Payment;2204,73;26-06-25
TX85216538;ACC323954;Investment;1000,27;17-02-25
TX23678811;ACC323954;Investment;946,98;28-07-25
TX88510798;ACC323954;Payment;2479,68;09-05-25
TX60395136;ACC323954;Transfer;183,83;08-09-25
TX20782774;ACC323954;Investment;821,28;09-11-25
TX92683234;ACC323954;Deposit;1062,31;15-10-25
TX22214044;ACC323954;Deposit;2203,7;22-04-25
TX72783029;ACC323954;Transfer;1232,6;20-12-24
TX48895273;ACC323954;Withdrawal;2693,8;14-12-24
TX64685260;ACC323954;Investment;1403,1;30-01-25
TX44296959;ACC323954;Deposit;96,04;28-06-25
TX86488484;ACC323954;Investment;1710,69;02-11-25
TX26350670;ACC323954;Transfer;2448,05;06-01-25
TX39712533;ACC323954;Payment;1588,77;29-07-25
TX72417934;ACC323954;Deposit;1320,71;24-11-24
TX30237628;ACC637126;Payment;618,38;12-01-25
TX92316470;ACC637126;Payment;1940,53;25-10-25
TX55688148;ACC637126;Investment;2667,21;15-03-25
TX24406089;ACC637126;Payment;2507,43;31-08-25
TX44079558;ACC637126;Deposit;1346,59;11-09-25
TX55194885;ACC637126;Withdrawal;2328,09;20-09-25
TX31867305;ACC637126;Investment;2228,55;09-05-25
TX82597209;ACC637126;Investment;2820,67;08-05-25
TX83200345;ACC637126;Transfer;490,88;02-03-25
TX20172916;ACC637126;Deposit;771,67;17-08-25
TX80058572;ACC637126;Investment;2066,08;05-11-25
TX99779007;ACC637126;Deposit;2359,37;24-12-24
TX48435051;ACC637126;Payment;2826,21;25-07-25
TX22046949;ACC637126;Transfer;617,34;29-08-25
TX14678194;ACC637126;Withdrawal;65,55;14-01-25
TX44967302;ACC637126;Deposit;1410,5;27-05-25
TX67774432;ACC637126;Withdrawal;47,61;01-02-25
TX97265133;ACC637126;Withdrawal;2563,53;19-06-25
TX23192404;ACC637126;Transfer;490,26;20-01-25
TX20088413;ACC637126;Payment;1106,66;24-07-25
TX95928345;ACC637126;Withdrawal;722,59;22-04-25
TX51746428;ACC637126;Transfer;539,56;18-03-25
TX20533899;ACC637126;Transfer;1989,85;04-06-25
TX97236107;ACC637126;Deposit;760,32;17-02-25
TX36383564;ACC637126;Deposit;2707,07;28-11-24
TX37450382;ACC467991;Transfer;990,64;21-08-25
TX70025398;ACC467991;Transfer;1743,09;13-12-24
TX93943091;ACC467991;Payment;630,19;26-07-25
TX60499290;ACC467991;Withdrawal;1879,67;17-02-25
TX12746579;ACC467991;Payment;1869,34;16-05-25
TX63889400;ACC467991;Withdrawal;2831,18;05-11-25
TX26708819;ACC467991;Transfer;1687,24;21-01-25
TX28377993;ACC467991;Payment;1665,77;29-11-24
TX92630875;ACC467991;Deposit;843,76;24-06-25
TX65468149;ACC467991;Transfer;1928,18;21-03-25
TX61137912;ACC467991;Investment;979,59;14-03-25
TX76025695;ACC467991;Deposit;1150,85;16-06-25
TX58531553;ACC467991;Investment;2970,62;10-06-25
TX46487585;ACC467991;Withdrawal;2757,11;21-09-25
TX96562646;ACC723339;Deposit;2234,52;30-07-25
TX51991323;ACC723339;Transfer;1058,15;06-07-25
TX56275684;ACC723339;Transfer;1866,78;01-05-25
TX11255260;ACC723339;Transfer;1709,29;15-03-25
TX18546719;ACC723339;Payment;984,64;21-05-25
TX50843743;ACC723339;Investment;909,01;14-02-25
TX70762422;ACC723339;Investment;685,31;27-02-25
TX92791540;ACC723339;Transfer;1821,34;21-08-25
TX50197568;ACC723339;Withdrawal;2963,99;07-09-25
TX57865233;ACC723339;Investment;2746,84;16-08-25
TX45071277;ACC723339;Payment;771,85;01-12-24
TX58974075;ACC723339;Payment;79,3;30-10-25
TX67854614;ACC723339;Withdrawal;2993,9;12-02-25
TX77162654;ACC919989;Payment;1985,09;07-05-25
TX29449759;ACC919989;Payment;2510,6;25-07-25
TX74936313;ACC919989;Deposit;1299,52;19-06-25
TX91552287;ACC919989;Payment;1285,13;06-04-25
TX92743216;ACC919989;Transfer;861,33;10-05-25
TX45854542;ACC919989;Payment;1207,32;17-08-25
TX97061724;ACC919989;Payment;1483,25;12-06-25
TX55168583;ACC919989;Transfer;1243,42;06-03-25
TX40665537;ACC919989;Transfer;893,65;29-04-25
TX26880118;ACC919989;Withdrawal;2828,6;03-02-25
TX79774109;ACC919989;Withdrawal;1911,23;22-02-25
TX79104940;ACC919989;Transfer;898,65;29-03-25
TX89747910;ACC919989;Withdrawal;2504,83;18-01-25
TX95044432;ACC919989;Payment;564,31;21-03-25
TX81622239;ACC919989;Withdrawal;1386,9;21-02-25
TX81501549;ACC919989;Transfer;1633,68;10-07-25
TX68055553;ACC919989;Payment;841,93;09-09-25
TX86432103;ACC919989;Deposit;1508,53;01-07-25
TX26692384;ACC919989;Deposit;517,18;18-04-25
TX10031566;ACC919989;Withdrawal;2006,75;24-04-25
TX47734700;ACC919989;Deposit;2321,05;03-10-25
TX71803236;ACC919989;Withdrawal;2888,45;09-05-25
TX34084689;ACC774320;Transfer;1789,06;26-04-25
TX11993016;ACC774320;Investment;2155,01;15-03-25
TX50452827;ACC774320;Withdrawal;1741,08;24-01-25
TX29524758;ACC774320;Investment;988,88;10-06-25
TX58481687;ACC774320;Transfer;1712,86;12-04-25
TX14877952;ACC774320;Payment;1133,62;11-03-25
TX64312802;ACC774320;Investment;1202,5;16-10-25
TX63707477;ACC774320;Withdrawal;822,88;13-02-25
TX45688981;ACC774320;Transfer;1838,88;15-12-24
TX63783852;ACC774320;Deposit;1783,42;02-10-25
TX20639770;ACC751497;Investment;974,93;06-08-25
TX22535230;ACC751497;Transfer;2798,38;16-10-25
TX85079707;ACC751497;Deposit;1601,01;02-11-25
TX91163197;ACC751497;Investment;274,45;27-05-25
TX81186071;ACC751497;Withdrawal;1994,74;13-03-25
TX17925276;ACC751497;Transfer;420,63;01-10-25
TX28848215;ACC751497;Investment;1311,65;28-01-25
TX97278489;ACC751497;Deposit;1814,7;08-11-25
TX77629781;ACC751497;Payment;2285,24;28-07-25
TX56406834;ACC751497;Deposit;446,36;17-01-25
TX61828223;ACC751497;Transfer;2897,55;25-01-25
TX80860257;ACC751497;Investment;1903,03;31-01-25
TX45078030;ACC751497;Deposit;603,19;12-12-24
TX27822362;ACC751497;Withdrawal;146,96;24-09-25
TX44995361;ACC751497;Investment;2122,83;18-06-25
TX99213905;ACC751497;Transfer;2714,44;10-09-25
TX79606463;ACC751497;Deposit;1663,72;20-01-25
TX87822978;ACC751497;Transfer;2560,17;24-04-25
TX87303626;ACC751497;Investment;38,54;01-07-25
TX62250740;ACC751497;Deposit;399,85;22-09-25
TX16454866;ACC751497;Deposit;646,09;06-07-25
TX71526480;ACC751497;Transfer;353,62;24-11-24
TX36193095;ACC751497;Deposit;1647,71;17-03-25
TX23286784;ACC751497;Withdrawal;74,21;20-06-25
TX83853554;ACC751497;Withdrawal;890,32;27-09-25
TX94583994;ACC751497;Investment;431,15;08-05-25
TX59779779;ACC751497;Deposit;1422,94;20-08-25
TX28319519;ACC751497;Payment;328,94;06-04-25
TX61003369;ACC751497;Deposit;895,47;23-01-25
TX91327526;ACC751497;Withdrawal;2854,98;03-08-25
TX29712035;ACC751497;Transfer;2515,69;11-10-25
TX15381747;ACC248600;Withdrawal;396,29;03-12-24
TX89978568;ACC248600;Investment;2841,53;28-12-24
TX37182464;ACC248600;Payment;2582,5;15-10-25
TX47648197;ACC248600;Investment;699,54;23-11-24
TX16211097;ACC248600;Investment;62,2;09-08-25
TX46844080;ACC248600;Payment;944,64;17-09-25
TX73890304;ACC248600;Transfer;348,35;29-08-25
TX15485124;ACC248600;Deposit;209,7;02-06-25
TX94820772;ACC248600;Investment;2502,8;26-07-25
TX48475930;ACC248600;Payment;2660,26;02-01-25
TX17710905;ACC248600;Investment;1022,78;12-06-25
TX34038343;ACC248600;Withdrawal;1699,62;02-07-25
TX96073311;ACC248600;Withdrawal;477,05;28-10-25
TX28895036;ACC248600;Withdrawal;2578,25;13-06-25
TX66422016;ACC248600;Transfer;2751,04;22-02-25
TX71844193;ACC248600;Deposit;513,81;30-10-25
TX35906228;ACC248600;Withdrawal;2615,49;17-04-25
TX34689725;ACC248600;Withdrawal;1483;05-02-25
TX68452927;ACC248600;Payment;2839,2;16-10-25
TX21248380;ACC380420;Transfer;536,05;09-01-25
TX65120932;ACC380420;Investment;2174,75;14-01-25
TX41350833;ACC380420;Transfer;2893,19;28-08-25
TX70832814;ACC380420;Investment;1794,9;14-04-25
TX88816391;ACC380420;Investment;336,07;04-08-25
TX16101242;ACC380420;Payment;2254,69;05-01-25
TX54145978;ACC380420;Withdrawal;2308,71;25-08-25
TX88791265;ACC380420;Transfer;57,32;25-03-25
TX13321485;ACC380420;Transfer;1118,55;15-12-24
TX69861412;ACC380420;Withdrawal;2811,58;08-10-25
TX48374024;ACC380420;Deposit;1261,92;21-07-25
TX72139669;ACC380420;Payment;421,48;02-07-25
TX55383236;ACC380420;Transfer;2799,22;25-01-25
TX69187884;ACC466557;Investment;2395,67;14-06-25
TX69372361;ACC466557;Payment;410,01;27-09-25
TX58129754;ACC466557;Deposit;576,31;05-06-25
TX62441888;ACC466557;Deposit;1403,57;22-07-25
TX42407152;ACC466557;Deposit;2606,05;05-05-25
TX63351305;ACC466557;Deposit;1279,17;15-02-25
TX89740198;ACC466557;Payment;1144,86;10-02-25
TX14561489;ACC466557;Investment;2067,44;23-09-25
TX59810530;ACC466557;Investment;1052,57;02-01-25
TX43769792;ACC466557;Transfer;137,96;06-03-25
TX76288458;ACC466557;Deposit;2969,73;10-09-25
TX92652585;ACC466557;Withdrawal;37,84;12-08-25
TX93070614;ACC466557;Payment;2971,83;18-06-25
TX80197082;ACC466557;Payment;1904,22;14-04-25
TX39700380;ACC516187;Investment;2200,41;07-12-24
TX82951450;ACC516187;Investment;971,83;29-07-25
TX67535180;ACC516187;Transfer;2649,98;24-01-25
TX86623179;ACC516187;Transfer;1360,43;28-10-25
TX68157921;ACC516187;Payment;2505,23;25-06-25
TX66703146;ACC516187;Deposit;1772,81;27-02-25
TX65378172;ACC516187;Withdrawal;1468,67;21-12-24
TX68598059;ACC516187;Withdrawal;1520,42;05-11-25
TX89558789;ACC516187;Payment;363,29;26-12-24
TX87326238;ACC516187;Payment;302,98;29-08-25
TX53055089;ACC516187;Payment;300,81;29-07-25
TX52379414;ACC516187;Withdrawal;919,62;25-02-25
TX48221249;ACC516187;Payment;1743,66;25-11-24
TX31556586;ACC516187;Transfer;2274,79;09-12-24
TX11064714;ACC516187;Deposit;803,16;22-08-25
TX52997971;ACC516187;Withdrawal;784,05;17-01-25
TX42820677;ACC516187;Payment;1341,56;26-02-25
TX66232474;ACC516187;Withdrawal;2494,82;19-07-25
TX79103333;ACC516187;Withdrawal;1785,67;10-05-25
TX39379888;ACC985357;Withdrawal;2054,26;31-03-25
TX29569318;ACC985357;Withdrawal;1349,69;14-07-25
TX43030671;ACC985357;Deposit;1883,99;14-04-25
TX98375216;ACC985357;Payment;396,18;25-07-25
TX82176483;ACC985357;Payment;2453,41;14-03-25
TX15632891;ACC985357;Transfer;2661,29;31-12-24
TX66646710;ACC985357;Transfer;2791,62;09-10-25
TX17991372;ACC985357;Investment;301,12;08-12-24
TX43283283;ACC615939;Deposit;675,57;09-09-25
TX53037715;ACC615939;Transfer;1901,04;06-12-24
TX62210542;ACC615939;Deposit;2495,76;15-11-24
TX91953904;ACC615939;Deposit;1255,34;12-03-25
TX55934913;ACC615939;Investment;58,02;03-02-25
TX25674450;ACC615939;Payment;805,55;20-08-25
TX12386127;ACC615939;Withdrawal;79,79;06-08-25
TX76679988;ACC615939;Payment;1295,13;08-09-25
TX61949404;ACC615939;Deposit;1096,05;18-10-25
TX18495677;ACC811444;Payment;1412,08;30-08-25
TX91912291;ACC811444;Payment;2608,67;01-06-25
TX34312446;ACC811444;Transfer;248,16;18-08-25
TX65733151;ACC811444;Investment;1180,39;12-06-25
TX58052024;ACC811444;Transfer;2017,89;29-10-25
TX84526408;ACC811444;Payment;2051,59;17-12-24
TX93023030;ACC811444;Transfer;2060,68;27-08-25
TX24454924;ACC811444;Investment;2546,47;26-04-25
TX70836376;ACC811444;Transfer;180,48;09-04-25
TX55438536;ACC811444;Deposit;2995,69;15-12-24
TX95672303;ACC811444;Investment;1623,18;21-01-25
TX25468564;ACC811444;Transfer;552,08;15-11-24
TX43829029;ACC811444;Transfer;2964,04;12-06-25
TX71226757;ACC811444;Investment;946,86;17-02-25
TX94863437;ACC811444;Investment;1256,35;31-10-25
TX23331956;ACC811444;Payment;1675,14;19-12-24
TX27482248;ACC811444;Deposit;1628,9;06-07-25
TX31235746;ACC811444;Withdrawal;1211,18;11-01-25
TX22324381;ACC257972;Withdrawal;1205,7;26-05-25
TX13841118;ACC257972;Withdrawal;2829,99;10-01-25
TX29001287;ACC257972;Payment;2069,97;14-05-25
TX19304947;ACC257972;Withdrawal;1250,03;26-07-25
TX47200168;ACC257972;Payment;414,19;27-03-25
TX77991365;ACC257972;Transfer;1643,35;12-01-25
TX76358267;ACC257972;Payment;1198,81;29-08-25
TX53166868;ACC257972;Withdrawal;1378,52;25-10-25
TX17833947;ACC257972;Transfer;928,52;17-11-24
TX77680543;ACC257972;Payment;975,1;25-06-25
TX74316522;ACC257972;Transfer;1026,04;15-04-25
TX28146741;ACC257972;Payment;2522,4;25-05-25
TX62129712;ACC257972;Withdrawal;2847,06;10-03-25
TX12876167;ACC257972;Investment;1022,02;09-02-25
TX87945635;ACC257972;Transfer;130,92;13-11-25
TX13301534;ACC257972;Investment;2793,74;13-03-25
TX75494303;ACC257972;Deposit;1147,82;16-03-25
TX38340835;ACC257972;Transfer;526,46;27-12-24
TX45581347;ACC257972;Payment;1130,07;04-06-25
TX76094499;ACC257972;Payment;2400,98;25-07-25
TX46252622;ACC257972;Deposit;1212,67;18-01-25
TX51934555;ACC257972;Payment;1524,18;15-10-25
TX74821486;ACC257972;Withdrawal;213,09;06-05-25
TX51719535;ACC257972;Payment;1106,87;28-03-25
TX19203381;ACC257972;Transfer;761,07;31-10-25
TX45227839;ACC257972;Payment;2891,71;20-04-25
TX44362144;ACC257972;Payment;2914,35;26-10-25
TX76425045;ACC257972;Transfer;362,6;12-10-25
TX64299101;ACC257972;Transfer;1053,56;20-05-25
TX20910947;ACC257972;Transfer;2555,06;28-02-25
TX12481421;ACC257972;Investment;1937,77;22-10-25
TX65980960;ACC657409;Withdrawal;1020,53;07-02-25
TX39434899;ACC657409;Transfer;368,93;13-05-25
TX74509168;ACC657409;Transfer;1446,42;09-07-25
TX78200264;ACC657409;Withdrawal;908,28;21-04-25
TX19690136;ACC657409;Payment;133,79;03-05-25
TX51508109;ACC657409;Transfer;1646,87;04-08-25
TX92482091;ACC657409;Payment;544,97;06-11-25
TX43550398;ACC657409;Investment;2437,66;18-02-25
TX29071709;ACC657409;Investment;2284,38;31-10-25
TX21075315;ACC657409;Transfer;672,13;11-07-25
TX52068678;ACC657409;Payment;2465,83;04-09-25
TX71177674;ACC657409;Transfer;954,07;19-06-25
TX78597128;ACC657409;Payment;1245,14;21-06-25
TX86953738;ACC657409;Withdrawal;372,91;29-11-24
TX83261706;ACC657409;Transfer;1298,91;28-02-25
TX76217441;ACC657409;Transfer;337,31;04-10-25
TX65164844;ACC657409;Withdrawal;16,77;17-02-25
TX68733678;ACC657409;Payment;2664,59;25-05-25
TX46950243;ACC657409;Withdrawal;831,85;30-04-25
TX74738746;ACC657409;Withdrawal;2174,01;18-04-25
TX61683319;ACC657409;Investment;863,54;07-07-25
TX74689391;ACC657409;Withdrawal;2713,48;10-03-25
TX93401914;ACC657409;Investment;1943,24;24-09-25
TX19515743;ACC657409;Transfer;920,16;12-06-25
TX49778648;ACC657409;Transfer;1507,38;17-08-25
TX97568544;ACC657409;Investment;2684,14;29-11-24
TX43933659;ACC657409;Withdrawal;2220,9;18-03-25
TX74559281;ACC657409;Withdrawal;1992,98;24-09-25
TX54806312;ACC932118;Investment;138,45;27-01-25
TX11913597;ACC932118;Investment;1579,02;11-06-25
TX44383991;ACC932118;Investment;2884,6;18-06-25
TX29850562;ACC932118;Deposit;1011,8;07-09-25
TX91459417;ACC932118;Transfer;2619,02;11-11-25
TX21436518;ACC932118;Transfer;801,07;21-01-25
TX58487310;ACC932118;Transfer;396,55;25-06-25
TX50099218;ACC932118;Payment;776,68;30-10-25
TX51290412;ACC932118;Withdrawal;392,1;28-04-25
TX94296313;ACC932118;Withdrawal;2850,12;06-06-25
TX78406669;ACC932118;Transfer;2111,4;13-06-25
TX70443446;ACC932118;Deposit;1909,44;17-03-25
TX88215556;ACC932118;Deposit;505,46;01-03-25
TX59374931;ACC932118;Deposit;267,76;25-11-24
TX22465031;ACC932118;Deposit;2711,16;09-05-25
TX69712119;ACC932118;Payment;2909,61;25-11-24
TX75551132;ACC932118;Investment;656,3;30-12-24
TX98949608;ACC932118;Deposit;924,47;20-08-25
TX93155745;ACC945542;Deposit;825,79;16-06-25
TX28472524;ACC945542;Withdrawal;154,52;30-09-25
TX50220250;ACC945542;Deposit;218,74;31-01-25
TX93262066;ACC945542;Deposit;1394,89;30-10-25
TX93751325;ACC945542;Investment;2787,2;13-03-25
TX96250200;ACC945542;Transfer;439,54;01-05-25
TX99944034;ACC945542;Payment;962,35;25-01-25
TX36302303;ACC945542;Transfer;2305,42;13-12-24
TX65885965;ACC945542;Transfer;372,52;20-07-25
TX81985069;ACC945542;Payment;1516,4;08-05-25
TX32613640;ACC945542;Deposit;2183,24;13-04-25
TX74539765;ACC945542;Deposit;77,41;04-08-25
TX34602357;ACC945542;Investment;1060,53;08-03-25
TX63746050;ACC945542;Withdrawal;862,13;06-01-25
TX89524948;ACC945542;Withdrawal;1080,78;22-03-25
TX11624638;ACC945542;Withdrawal;1505,31;14-08-25
TX94711813;ACC945542;Transfer;2669,63;26-09-25
TX73611250;ACC945542;Payment;167,83;26-08-25
TX79645901;ACC945542;Transfer;2996,26;27-03-25
TX62906076;ACC945542;Deposit;899,92;24-03-25
TX80692242;ACC945542;Withdrawal;1617,8;03-01-25
TX32469614;ACC945542;Withdrawal;1890,78;18-01-25
TX99150647;ACC945542;Payment;135,57;05-08-25
TX53540440;ACC945542;Payment;1724,94;24-09-25
TX40099561;ACC945542;Investment;2853,58;07-07-25
TX69857892;ACC945542;Deposit;68,39;24-04-25
TX18258607;ACC945542;Payment;437,7;03-03-25
TX61332129;ACC945542;Payment;2976,78;21-05-25
TX26429262;ACC945542;Transfer;1251,07;14-03-25
TX24624246;ACC945542;Payment;932,16;13-12-24
TX34707991;ACC945542;Deposit;1738,26;06-10-25
TX96755657;ACC945542;Transfer;658,72;29-11-24
TX78521105;ACC945542;Investment;1510,08;23-08-25
TX98798304;ACC945542;Payment;850,27;07-02-25
TX20942653;ACC945542;Investment;359,6;27-05-25
TX83423770;ACC945542;Deposit;2189,15;04-08-25
TX74826520;ACC945542;Payment;1343,51;06-01-25
TX97212106;ACC328586;Payment;860,57;16-06-25
TX24987353;ACC328586;Withdrawal;2784,39;01-07-25
TX21951438;ACC328586;Payment;139,58;17-10-25
TX61875983;ACC328586;Withdrawal;1395,48;20-06-25
TX33495301;ACC328586;Transfer;543,18;05-02-25
TX31109227;ACC328586;Withdrawal;274,19;19-01-25
TX55909695;ACC328586;Deposit;1407;18-06-25
TX60853736;ACC328586;Deposit;1673,08;20-08-25
TX51271024;ACC328586;Withdrawal;449,41;09-08-25
TX38920777;ACC328586;Withdrawal;1149,43;06-07-25
TX85750694;ACC328586;Withdrawal;2990,22;10-08-25
TX62786041;ACC328586;Transfer;1799,04;24-11-24
TX83079148;ACC328586;Deposit;52,6;12-06-25
TX82311657;ACC328586;Deposit;2070,25;26-07-25
TX79416755;ACC328586;Payment;1154,9;24-04-25
TX37109537;ACC328586;Withdrawal;1211,25;21-09-25
TX35764936;ACC328586;Payment;408,3;21-07-25
TX53219380;ACC328586;Investment;761,96;25-04-25
TX58505119;ACC328586;Withdrawal;367,64;10-05-25
TX62755700;ACC328586;Investment;2283,58;23-08-25
TX52567209;ACC297651;Payment;61,26;18-05-25
TX41966428;ACC297651;Transfer;1234,43;05-02-25
TX80020076;ACC297651;Investment;2236,67;01-08-25
TX68841119;ACC297651;Deposit;797,09;04-11-25
TX21643820;ACC297651;Transfer;2131,88;18-05-25
TX19944463;ACC297651;Transfer;2098,16;14-02-25
TX47169240;ACC297651;Payment;1350,81;28-02-25
TX39106636;ACC297651;Deposit;826,98;22-07-25
TX29592027;ACC297651;Withdrawal;1934,97;17-12-24
TX75018174;ACC297651;Transfer;881,38;18-04-25
TX35332591;ACC297651;Deposit;1777,02;11-12-24
TX54814363;ACC297651;Investment;2983,32;31-05-25
TX65128530;ACC297651;Deposit;498,14;21-08-25
TX32144428;ACC297651;Payment;2678,16;15-01-25
TX87459190;ACC326788;Investment;2147,09;16-11-24
TX33608050;ACC326788;Payment;2574,7;15-03-25
TX51020928;ACC326788;Payment;650,75;28-04-25
TX21614668;ACC326788;Investment;1526,14;22-06-25
TX51050462;ACC326788;Investment;1001,28;24-05-25
TX32049572;ACC326788;Investment;2729,61;15-11-24
TX76466291;ACC326788;Payment;227,82;17-11-24
TX80500209;ACC326788;Deposit;1698,04;25-09-25
TX65990025;ACC326788;Deposit;1920,08;15-06-25
TX94257542;ACC326788;Deposit;1903,98;23-06-25
TX12833365;ACC326788;Deposit;2121,52;13-06-25
TX32038223;ACC326788;Transfer;35,65;13-12-24
TX92800914;ACC326788;Payment;1545,39;14-12-24
TX12582440;ACC326788;Withdrawal;335,51;12-10-25
TX97526096;ACC326788;Withdrawal;667,56;21-03-25
TX21649291;ACC326788;Withdrawal;921,49;10-11-25
TX95236110;ACC326788;Payment;132,22;15-04-25
TX59771149;ACC326788;Transfer;2035,79;01-01-25
TX35363742;ACC326788;Payment;919,23;19-03-25
TX94931654;ACC326788;Withdrawal;2145,99;15-08-25
TX13049799;ACC326788;Investment;2138,01;31-03-25
TX41090878;ACC326788;Payment;2613,08;30-01-25
TX18550070;ACC326788;Payment;2219,34;23-05-25
TX12013421;ACC326788;Payment;1292,42;16-11-24
TX26673158;ACC326788;Investment;1271,99;19-03-25
TX92625064;ACC326788;Withdrawal;21,93;01-11-25
TX32803989;ACC326788;Withdrawal;2199,64;04-01-25
TX44630448;ACC326788;Deposit;1413,4;19-01-25
TX76911467;ACC326788;Payment;2278,36;04-11-25
TX87269958;ACC326788;Deposit;1433;03-05-25
TX58151243;ACC326788;Deposit;2341,67;09-04-25
TX88778459;ACC326788;Investment;1094,07;25-05-25
TX58919088;ACC326788;Payment;2979,55;28-02-25
TX83293489;ACC326788;Payment;1735,96;17-10-25
TX43127415;ACC326788;Payment;2179,28;03-02-25
TX22176863;ACC326788;Investment;2147,79;06-09-25
TX29247527;ACC838298;Transfer;2822,89;05-03-25
TX34301834;ACC838298;Withdrawal;1305,03;19-05-25
TX86812154;ACC838298;Payment;725,4;28-12-24
TX70187092;ACC838298;Payment;669,88;11-03-25
TX20965040;ACC838298;Investment;668,67;07-08-25
TX66220967;ACC838298;Transfer;281,81;11-01-25
TX15006771;ACC838298;Withdrawal;1971,88;10-10-25
TX33460777;ACC838298;Transfer;2729;16-05-25
TX63953913;ACC838298;Payment;2454,65;03-06-25
TX17927580;ACC838298;Payment;396,22;22-03-25
TX58932307;ACC838298;Deposit;498,4;01-06-25
TX10524743;ACC838298;Withdrawal;601,06;16-10-25
